1	1	0	0.882
1	1	0	0.972
1	1	0	0.975
1	1	0	1.035
1	1	0	1.049
1	1	0	1.082
1	1	0	1.109
1	1	0	1.12
1	1	0	1.141
1	1	0	1.16
1	1	0	1.178
1	1	0	1.21
1	1	0	1.211
1	1	0	1.244
1	1	0	1.26
1	1	0	1.278
1	1	0	1.287
1	1	0	1.287
1	1	0	1.325
1	1	0	1.349
1	1	0	1.362
1	1	0	1.365
1	1	0	1.419
1	1	0	1.435
1	1	0	1.5
1	1	0	1.543
1	1	0	1.569
1	1	0	1.599
1	1	0	1.617
1	1	0	1.623
1	1	0	1.642
1	1	0	1.66
1	1	0	1.75
1	1	0	1.756
1	1	0	1.756
1	1	0	1.786
1	1	0	1.92
1	1	0	2.013
1	1	0	2.023
1	1	0	2.061
1	1	0	2.212
1	1	0	2.327
1	1	0	2.345
1	1	0	2.451
1	1	0	2.632
1	1	0	3.09
1	1	0	3.242
1	1	0	3.297
1	1	0	3.538
1	1	0	4.445
1	1	1	1.003
1	1	1	1.026
1	1	1	1.031
1	1	1	1.04
1	1	1	1.061
1	1	1	1.064
1	1	1	1.074
1	1	1	1.092
1	1	1	1.115
1	1	1	1.122
1	1	1	1.123
1	1	1	1.128
1	1	1	1.138
1	1	1	1.146
1	1	1	1.158
1	1	1	1.166
1	1	1	1.173
1	1	1	1.187
1	1	1	1.193
1	1	1	1.196
1	1	1	1.203
1	1	1	1.213
1	1	1	1.227
1	1	1	1.227
1	1	1	1.23
1	1	1	1.238
1	1	1	1.262
1	1	1	1.263
1	1	1	1.268
1	1	1	1.272
1	1	1	1.272
1	1	1	1.273
1	1	1	1.286
1	1	1	1.293
1	1	1	1.301
1	1	1	1.306
1	1	1	1.308
1	1	1	1.308
1	1	1	1.317
1	1	1	1.323
1	1	1	1.333
1	1	1	1.34
1	1	1	1.365
1	1	1	1.372
1	1	1	1.374
1	1	1	1.386
1	1	1	1.389
1	1	1	1.397
1	1	1	1.408
1	1	1	1.432
1	1	1	1.434
1	1	1	1.439
1	1	1	1.452
1	1	1	1.466
1	1	1	1.466
1	1	1	1.466
1	1	1	1.486
1	1	1	1.492
1	1	1	1.5
1	1	1	1.53
1	1	1	1.544
1	1	1	1.55
1	1	1	1.554
1	1	1	1.576
1	1	1	1.577
1	1	1	1.595
1	1	1	1.608
1	1	1	1.625
1	1	1	1.64
1	1	1	1.711
1	1	1	1.756
1	1	1	1.757
1	1	1	1.772
1	1	1	1.775
1	1	1	1.805
1	1	1	1.821
1	1	1	1.838
1	1	1	1.844
1	1	1	2.064
1	1	1	2.125
1	1	1	2.134
1	1	1	2.285
1	1	1	2.317
1	1	1	2.363
1	1	1	2.406
1	1	1	2.653
1	1	1	2.674
1	1	1	2.797
1	1	1	2.878
1	1	1	2.909
1	0	1	0.954
1	0	1	1.042
1	0	1	1.082
1	0	1	1.118
1	0	1	1.129
1	0	1	1.16
1	0	1	1.162
1	0	1	1.2
1	0	1	1.206
1	0	1	1.22
1	0	1	1.248
1	0	1	1.249
1	0	1	1.257
1	0	1	1.266
1	0	1	1.283
1	0	1	1.314
1	0	1	1.321
1	0	1	1.329
1	0	1	1.369
1	0	1	1.395
1	0	1	1.435
1	0	1	1.456
1	0	1	1.492
1	0	1	1.519
1	0	1	1.525
1	0	1	1.533
1	0	1	1.546
1	0	1	1.549
1	0	1	1.562
1	0	1	1.622
1	0	1	1.63
1	0	1	1.643
1	0	1	1.66
1	0	1	1.712
1	0	1	1.713
1	0	1	1.778
1	0	1	1.834
1	0	1	1.875
1	0	1	1.893
1	0	1	1.964
1	0	1	1.965
1	0	1	2.116
1	0	1	2.123
1	0	1	2.189
1	0	1	2.554
1	0	1	2.993
1	0	1	3.208
1	0	0	0.963
1	0	0	0.965
1	0	0	0.991
1	0	0	1.032
1	0	0	1.035
1	0	0	1.058
1	0	0	1.062
1	0	0	1.07
1	0	0	1.078
1	0	0	1.096
1	0	0	1.104
1	0	0	1.108
1	0	0	1.11
1	0	0	1.114
1	0	0	1.13
1	0	0	1.131
1	0	0	1.133
1	0	0	1.146
1	0	0	1.15
1	0	0	1.16
1	0	0	1.163
1	0	0	1.167
1	0	0	1.191
1	0	0	1.197
1	0	0	1.205
1	0	0	1.215
1	0	0	1.223
1	0	0	1.278
1	0	0	1.299
1	0	0	1.301
1	0	0	1.303
1	0	0	1.305
1	0	0	1.316
1	0	0	1.346
1	0	0	1.375
1	0	0	1.389
1	0	0	1.389
1	0	0	1.398
1	0	0	1.4
1	0	0	1.4
1	0	0	1.401
1	0	0	1.407
1	0	0	1.411
1	0	0	1.417
1	0	0	1.425
1	0	0	1.428
1	0	0	1.45
1	0	0	1.458
1	0	0	1.466
1	0	0	1.468
1	0	0	1.471
1	0	0	1.478
1	0	0	1.498
1	0	0	1.538
1	0	0	1.542
1	0	0	1.542
1	0	0	1.544
1	0	0	1.547
1	0	0	1.565
1	0	0	1.573
1	0	0	1.595
1	0	0	1.597
1	0	0	1.603
1	0	0	1.605
1	0	0	1.61
1	0	0	1.637
1	0	0	1.647
1	0	0	1.683
1	0	0	1.684
1	0	0	1.697
1	0	0	1.733
1	0	0	1.74
1	0	0	1.756
1	0	0	1.763
1	0	0	1.775
1	0	0	1.83
1	0	0	1.868
1	0	0	1.919
1	0	0	1.96
1	0	0	1.979
1	0	0	1.985
1	0	0	2.011
1	0	0	2.072
1	0	0	2.084
1	0	0	2.12
1	0	0	2.198
1	0	0	2.334
1	0	0	2.426
1	0	0	2.58
1	0	0	2.641
1	0	0	2.691
1	0	0	2.788
12	1	0	0.817
12	1	0	0.902
12	1	0	0.902
12	1	0	0.973
12	1	0	1.018
12	1	0	1.027
12	1	0	1.032
12	1	0	1.057
12	1	0	1.058
12	1	0	1.125
12	1	0	1.129
12	1	0	1.132
12	1	0	1.133
12	1	0	1.176
12	1	0	1.18
12	1	0	1.183
12	1	0	1.238
12	1	0	1.243
12	1	0	1.257
12	1	0	1.292
12	1	0	1.302
12	1	0	1.316
12	1	0	1.324
12	1	0	1.337
12	1	0	1.361
12	1	0	1.366
12	1	0	1.372
12	1	0	1.385
12	1	0	1.389
12	1	0	1.391
12	1	0	1.419
12	1	0	1.424
12	1	0	1.443
12	1	0	1.498
12	1	0	1.51
12	1	0	1.521
12	1	0	1.532
12	1	0	1.575
12	1	0	1.593
12	1	0	1.598
12	1	0	1.652
12	1	0	1.667
12	1	0	1.674
12	1	0	1.704
12	1	0	1.712
12	1	0	1.73
12	1	0	1.753
12	1	0	1.801
12	1	0	1.802
12	1	0	1.807
12	1	0	1.824
12	1	0	1.831
12	1	0	1.871
12	1	0	1.919
12	1	0	1.92
12	1	0	1.93
12	1	0	1.962
12	1	0	2.006
12	1	0	2.022
12	1	0	2.071
12	1	0	2.168
12	1	0	2.184
12	1	0	2.21
12	1	0	2.215
12	1	0	2.251
12	1	0	2.28
12	1	0	2.309
12	1	0	2.364
12	1	0	2.41
12	1	0	2.467
12	1	0	3.46
12	1	0	3.848
12	1	0	3.874
12	1	1	0.725
12	1	1	0.768
12	1	1	0.956
12	1	1	1.018
12	1	1	1.024
12	1	1	1.027
12	1	1	1.098
12	1	1	1.098
12	1	1	1.1
12	1	1	1.122
12	1	1	1.133
12	1	1	1.152
12	1	1	1.161
12	1	1	1.177
12	1	1	1.178
12	1	1	1.228
12	1	1	1.236
12	1	1	1.252
12	1	1	1.273
12	1	1	1.278
12	1	1	1.293
12	1	1	1.344
12	1	1	1.357
12	1	1	1.361
12	1	1	1.364
12	1	1	1.377
12	1	1	1.392
12	1	1	1.397
12	1	1	1.416
12	1	1	1.439
12	1	1	1.442
12	1	1	1.454
12	1	1	1.495
12	1	1	1.516
12	1	1	1.523
12	1	1	1.534
12	1	1	1.548
12	1	1	1.563
12	1	1	1.597
12	1	1	1.598
12	1	1	1.599
12	1	1	1.606
12	1	1	1.612
12	1	1	1.624
12	1	1	1.637
12	1	1	1.688
12	1	1	1.723
12	1	1	1.762
12	1	1	1.77
12	1	1	1.792
12	1	1	1.812
12	1	1	1.82
12	1	1	1.821
12	1	1	1.824
12	1	1	1.84
12	1	1	1.874
12	1	1	1.909
12	1	1	1.926
12	1	1	2.004
12	1	1	2.024
12	1	1	2.059
12	1	1	2.248
12	1	1	2.558
12	1	1	2.577
12	1	1	2.619
12	1	1	3.049
12	1	1	3.679
12	0	1	0.941
12	0	1	1.017
12	0	1	1.104
12	0	1	1.108
12	0	1	1.125
12	0	1	1.133
12	0	1	1.138
12	0	1	1.165
12	0	1	1.25
12	0	1	1.261
12	0	1	1.303
12	0	1	1.319
12	0	1	1.402
12	0	1	1.476
12	0	1	1.516
12	0	1	1.56
12	0	1	1.633
12	0	1	1.639
12	0	1	1.666
12	0	1	1.668
12	0	1	1.682
12	0	1	1.686
12	0	1	1.712
12	0	1	1.714
12	0	1	1.725
12	0	1	1.826
12	0	1	1.877
12	0	1	1.929
12	0	1	1.936
12	0	1	1.957
12	0	1	1.996
